id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
XRq4pEDqhwdU0byGwszCFA,baegopa-seattle,Baegopa,https://s3-media3.fl.yelpcdn.com/bphoto/YGpvIODWLuRA6IUUmQtI2A/o.jpg,False,https://www.yelp.com/biz/baegopa-seattle?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,189,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}]",4.0,"{'latitude': 47.59805457325023, 'longitude': -122.32417434666895}",['delivery'],$$$,"{'address1': '509 7th Ave S', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['509 7th Ave S', 'Seattle, WA 98104']}",+12064857137,(206) 485-7137,1859.9607042913353
EpnbCoCjOsSOFzU647rfhg,soju-anju-bar-seattle,Soju Anju Bar,https://s3-media3.fl.yelpcdn.com/bphoto/vxA-sFdKTFfL_VwQoL-Rkg/o.jpg,False,https://www.yelp.com/biz/soju-anju-bar-seattle?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,147,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 47.615912, 'longitude': -122.31726}","['delivery', 'pickup']",$$,"{'address1': '1621 12th Ave', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98122', 'country': 'US', 'state': 'WA', 'display_address': ['1621 12th Ave', 'Seattle, WA 98122']}",+12064574062,(206) 457-4062,969.4004885960605
2eLJIR0EsyUmSHi9twGUHg,sumi-korean-grill-tukwila-2,Sumi Korean Grill,https://s3-media2.fl.yelpcdn.com/bphoto/2Rlhmugdc18Y6-bXdPOSOw/o.jpg,False,https://www.yelp.com/biz/sumi-korean-grill-tukwila-2?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,207,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,"{'latitude': 47.449104393569435, 'longitude': -122.26050418826951}","['delivery', 'pickup']",$$$,"{'address1': '17250 Southcenter Pkwy', 'address2': 'Ste 148', 'address3': '', 'city': 'Tukwila', 'zip_code': '98188', 'country': 'US', 'state': 'WA', 'display_address': ['17250 Southcenter Pkwy', 'Ste 148', 'Tukwila, WA 98188']}",+12532362899,(253) 236-2899,19097.055825288535
_lQGmkw63PESnnffUzl4fg,kimchi-house-seattle,Kimchi House,https://s3-media3.fl.yelpcdn.com/bphoto/oD037BHDdk3M-GmtgWnO6A/o.jpg,False,https://www.yelp.com/biz/kimchi-house-seattle?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,300,"[{'alias': 'korean', 'title': 'Korean'}]",4.5,"{'latitude': 47.6713381, 'longitude': -122.3878017}","['delivery', 'pickup']",$$,"{'address1': '5809 24th Ave NW', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98107', 'country': 'US', 'state': 'WA', 'display_address': ['5809 24th Ave NW', 'Seattle, WA 98107']}",+12067845322,(206) 784-5322,7677.922702638719
PFzF3dcRKGcziTf4KT0Skw,korean-tofu-house-seattle,Korean Tofu House,https://s3-media3.fl.yelpcdn.com/bphoto/s21vbNuC7O3qJdeegtwXgg/o.jpg,False,https://www.yelp.com/biz/korean-tofu-house-seattle?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,812,"[{'alias': 'korean', 'title': 'Korean'}]",3.5,"{'latitude': 47.658422, 'longitude': -122.31397}","['delivery', 'pickup']",$$,"{'address1': '4142 Brooklyn Ave NE', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98105', 'country': 'US', 'state': 'WA', 'display_address': ['4142 Brooklyn Ave NE', 'Seattle, WA 98105']}",+12066323119,(206) 632-3119,5050.117910013991
mOACq3_17vDI_msYLByU-A,kimchi-bistro-seattle,Kimchi Bistro,https://s3-media3.fl.yelpcdn.com/bphoto/P0WZ3sJrKu0s5ESs5pPLzw/o.jpg,False,https://www.yelp.com/biz/kimchi-bistro-seattle?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,505,"[{'alias': 'korean', 'title': 'Korean'}]",4.0,"{'latitude': 47.6205711364746, 'longitude': -122.3212890625}","['delivery', 'pickup']",$$,"{'address1': '219 Broadway E', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98102', 'country': 'US', 'state': 'WA', 'display_address': ['219 Broadway E', 'Seattle, WA 98102']}",+12063234472,(206) 323-4472,955.301452018176
-MceYbP61RW6ovsbrQkQ2Q,seoul-bowl-seattle-seattle-3,Seoul Bowl - Seattle,https://s3-media1.fl.yelpcdn.com/bphoto/rEzXEg_4EaLY30LPM3_h7A/o.jpg,False,https://www.yelp.com/biz/seoul-bowl-seattle-seattle-3?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,94,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",4.5,"{'latitude': 47.608695, 'longitude': -122.3165396}",[],$$,"{'address1': '722 12th Ave', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98122', 'country': 'US', 'state': 'WA', 'display_address': ['722 12th Ave', 'Seattle, WA 98122']}",+12063246303,(206) 324-6303,1187.7286038407874
13YPvorRFcpVNoRxkKntGQ,bugis-seattle-3,Bugis,https://s3-media1.fl.yelpcdn.com/bphoto/V_CyT1HG0owWxQcsGvvusA/o.jpg,False,https://www.yelp.com/biz/bugis-seattle-3?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,169,"[{'alias': 'korean', 'title': 'Korean'}]",4.5,"{'latitude': 47.65957, 'longitude': -122.3134505}","['delivery', 'pickup']",$$,"{'address1': '4241 NE University Way', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98105', 'country': 'US', 'state': 'WA', 'display_address': ['4241 NE University Way', 'Seattle, WA 98105']}",+12065471918,(206) 547-1918,5183.368198546269
UMk-H6qB0GRSWLSgcqbAaQ,exit-5-korean-bbq-renton,Exit 5 Korean BBQ,https://s3-media3.fl.yelpcdn.com/bphoto/2cvrlrNr7VrBguNWqWknRw/o.jpg,False,https://www.yelp.com/biz/exit-5-korean-bbq-renton?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,540,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}]",4.0,"{'latitude': 47.49828, 'longitude': -122.202731}","['delivery', 'pickup']",$$,"{'address1': '911 N 10th Pl', 'address2': 'Ste D', 'address3': '', 'city': 'Renton', 'zip_code': '98057', 'country': 'US', 'state': 'WA', 'display_address': ['911 N 10th Pl', 'Ste D', 'Renton, WA 98057']}",+14252917431,(425) 291-7431,16052.999203598776
lME7GGyJbY5L5ib2XV9_zA,oma-bap-seattle-2,Oma Bap,https://s3-media2.fl.yelpcdn.com/bphoto/SJVtaWxsDN4jsSA9jJlzyg/o.jpg,False,https://www.yelp.com/biz/oma-bap-seattle-2?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,110,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,"{'latitude': 47.616196, 'longitude': -122.317785}","['delivery', 'pickup']",$$,"{'address1': '1640 11th Ave', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98122', 'country': 'US', 'state': 'WA', 'display_address': ['1640 11th Ave', 'Seattle, WA 98122']}",+12064857530,(206) 485-7530,940.5308201121079
99BlVd0XGwjwsbr0TjsOew,korean-tofu-house-express-seattle,Korean Tofu House Express,https://s3-media3.fl.yelpcdn.com/bphoto/u6kPEcTyAGcINuNiZp13cA/o.jpg,False,https://www.yelp.com/biz/korean-tofu-house-express-seattle?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,42,"[{'alias': 'korean', 'title': 'Korean'}]",4.5,"{'latitude': 47.66204, 'longitude': -122.31278}","['pickup', 'delivery']",$$,"{'address1': '4520 University Way NE', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98105', 'country': 'US', 'state': 'WA', 'display_address': ['4520 University Way NE', 'Seattle, WA 98105']}",+12069223562,(206) 922-3562,5456.9778168353805
Sgl1kNNb-4M94UD9pGX_ag,sam-oh-jung-lynnwood-2,Sam Oh Jung,https://s3-media3.fl.yelpcdn.com/bphoto/pgnwetMRZqtGMm_uALj3bg/o.jpg,False,https://www.yelp.com/biz/sam-oh-jung-lynnwood-2?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,364,"[{'alias': 'korean', 'title': 'Korean'}]",4.0,"{'latitude': 47.84070714093292, 'longitude': -122.29779341954776}","['pickup', 'delivery']",$$,"{'address1': '17425 Hwy 99', 'address2': '', 'address3': '', 'city': 'Lynnwood', 'zip_code': '98037', 'country': 'US', 'state': 'WA', 'display_address': ['17425 Hwy 99', 'Lynnwood, WA 98037']}",+14257453535,(425) 745-3535,25289.173116871647
5ZicYrNlgXOP-ByT8tICIQ,the-bob-seattle,The BoB,https://s3-media3.fl.yelpcdn.com/bphoto/_h2teixHyh4rnNhIWSnuCg/o.jpg,False,https://www.yelp.com/biz/the-bob-seattle?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,89,"[{'alias': 'korean', 'title': 'Korean'}]",4.0,"{'latitude': 47.65774, 'longitude': -122.3135}",['delivery'],,"{'address1': '4131 University Way NE', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98105', 'country': 'US', 'state': 'WA', 'display_address': ['4131 University Way NE', 'Seattle, WA 98105']}",+12066336582,(206) 633-6582,4989.338104440966
Gp59imszlw9Hb-609x_eMQ,modoo-restaurant-lynnwood,Modoo Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/ypD653OMVDMgvpX6T51U1Q/o.jpg,False,https://www.yelp.com/biz/modoo-restaurant-lynnwood?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,197,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'soulfood', 'title': 'Soul Food'}]",4.5,"{'latitude': 47.830311, 'longitude': -122.306581}",['delivery'],$$,"{'address1': '18601 Hwy 99', 'address2': 'Ste 100', 'address3': None, 'city': 'Lynnwood', 'zip_code': '98037', 'country': 'US', 'state': 'WA', 'display_address': ['18601 Hwy 99', 'Ste 100', 'Lynnwood, WA 98037']}",+14259675360,(425) 967-5360,24080.894030625994
Sf3arqoa2v4pDY2jqF3xgQ,k-bbq-woomadang-redmond,K-BBQ Woomadang,https://s3-media4.fl.yelpcdn.com/bphoto/ciMJD7VZ_XEXErwPNnbb-g/o.jpg,False,https://www.yelp.com/biz/k-bbq-woomadang-redmond?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,192,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}]",4.0,"{'latitude': 47.68204322343796, 'longitude': -122.1251653308476}",[],,"{'address1': '8976 161st Ave NE', 'address2': '', 'address3': None, 'city': 'Redmond', 'zip_code': '98052', 'country': 'US', 'state': 'WA', 'display_address': ['8976 161st Ave NE', 'Redmond, WA 98052']}",+14252421639,(425) 242-1639,17093.984730243283
d6S_AgOYhWh3wWlCqP0_KQ,joule-seattle,Joule,https://s3-media2.fl.yelpcdn.com/bphoto/4Ad2mBL_83vYBk75xQBlwA/o.jpg,False,https://www.yelp.com/biz/joule-seattle?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,1067,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.0,"{'latitude': 47.64962, 'longitude': -122.3424}",['delivery'],$$$,"{'address1': '3506 Stone Way N', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98103', 'country': 'US', 'state': 'WA', 'display_address': ['3506 Stone Way N', 'Seattle, WA 98103']}",+12066325685,(206) 632-5685,4043.760504626301
KNLimnRjDonChBcJLs6GLA,traditional-korean-beef-soup-edmonds,Traditional Korean Beef Soup,https://s3-media4.fl.yelpcdn.com/bphoto/Yt_9pW0irqGhNuAgp8J72w/o.jpg,False,https://www.yelp.com/biz/traditional-korean-beef-soup-edmonds?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,288,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'soup', 'title': 'Soup'}]",4.0,"{'latitude': 47.7910242, 'longitude': -122.3377432}","['pickup', 'delivery']",$$,"{'address1': '22929 Hwy 99', 'address2': '', 'address3': '', 'city': 'Edmonds', 'zip_code': '98026', 'country': 'US', 'state': 'WA', 'display_address': ['22929 Hwy 99', 'Edmonds, WA 98026']}",+14259772929,(425) 977-2929,19657.148050819535
ZyGDehkpcrt8cxFHjrIDKg,wero-seattle-2,WeRo,https://s3-media3.fl.yelpcdn.com/bphoto/sK1jwRxGZXEQsKHedkjpiA/o.jpg,False,https://www.yelp.com/biz/wero-seattle-2?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,48,"[{'alias': 'korean', 'title': 'Korean'}]",4.0,"{'latitude': 47.66611390667774, 'longitude': -122.3824891}",[],,"{'address1': '5210 Ballard Ave NW', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98107', 'country': 'US', 'state': 'WA', 'display_address': ['5210 Ballard Ave NW', 'Seattle, WA 98107']}",+12064329280,(206) 432-9280,6973.862913701771
6GkTnlOLJbV_wOYyDF-W9w,sahm-gook-jih-palace-lynnwood,Sahm Gook Jih Palace,https://s3-media3.fl.yelpcdn.com/bphoto/ZX5oWasSU_toPuenoW8W1g/o.jpg,False,https://www.yelp.com/biz/sahm-gook-jih-palace-lynnwood?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,300,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'korean', 'title': 'Korean'}]",4.0,"{'latitude': 47.8028221130371, 'longitude': -122.328437805176}",['delivery'],$,"{'address1': '21619 Hwy 99', 'address2': 'Ste J', 'address3': '', 'city': 'Lynnwood', 'zip_code': '98036', 'country': 'US', 'state': 'WA', 'display_address': ['21619 Hwy 99', 'Ste J', 'Lynnwood, WA 98036']}",+14257719888,(425) 771-9888,20961.773721553993
dnBJNhY-twJ8mG9D2kj-fg,ohsun-banchan-deli-and-cafe-seattle,Ohsun Banchan Deli & Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/5_qyHjkvsJQ4Ud0F8oHtBQ/o.jpg,False,https://www.yelp.com/biz/ohsun-banchan-deli-and-cafe-seattle?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,28,"[{'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'delis', 'title': 'Delis'}]",4.5,"{'latitude': 47.6002, 'longitude': -122.33458}",[],,"{'address1': '221 1st Ave S', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['221 1st Ave S', 'Seattle, WA 98104']}",,,1605.8832178134844
UvLTQakFo2DDFyLka0ECnw,bopbox-seattle,BOPBOX,https://s3-media4.fl.yelpcdn.com/bphoto/BPvdeN2h7gaZgkDc52XuTQ/o.jpg,False,https://www.yelp.com/biz/bopbox-seattle?adjust_creative=a5yMeDpWE9LL5HYs7UrXfg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=a5yMeDpWE9LL5HYs7UrXfg,185,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 47.5513, 'longitude': -122.3191}","['pickup', 'delivery']",$$,"{'address1': '5633 Airport Way S', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98108', 'country': 'US', 'state': 'WA', 'display_address': ['5633 Airport Way S', 'Seattle, WA 98108']}",+12062574787,(206) 257-4787,7051.211990073428
